section,year,integrated_chlorophyll_0_100,integrated_nitrate_0_50,integrated_nitrate_50_150,integrated_phosphate_0_50,integrated_phosphate_50_150,integrated_silicate_0_50,integrated_silicate_50_150
CSL,1999,238.43816666666555,133.9589583333335,765.5980769230764,23.217458333333294,61.70927884615363,188.31074999999987,822.2462339743579
CSL,2000,292.8572916666663,110.7710000000001,905.9909722222205,35.14175,107.69661111111088,140.60074999999998,894.7073888888873
CSL,2001,87.69459916666494,98.44858333333322,649.8018749999995,41.59068750000007,106.58020833333381,124.01458333333309,631.3081249999989
CSL,2004,199.34978881224708,87.08382042260837,700.0199093189398,24.6290830295695,79.913285412682,116.0379352596466,680.5981496966045
CSL,2005,110.83544223247132,109.76185460669335,707.1295642195976,27.594854280244352,87.07022785981074,133.67638151776742,638.0781983005002
CSL,2006,137.0865356382581,94.23525761180387,898.183484153887,25.170314500912284,90.15444829617356,117.72023849709319,843.0322051264139
CSL,2007,163.90220148473674,125.63390940628835,652.6212560108364,31.7778738298923,84.25541481106389,174.31785934045263,673.2082645018612
CSL,2008,104.57216666825198,129.97835121648023,715.4940874549619,28.05337385155428,84.0122732594899,173.59594436512936,720.6823522118507
CSL,2009,177.57826048365675,100.00919764366621,861.3003381271747,31.266031501089124,109.09573674865719,134.09397680815596,878.7676281035714
CSL,2010,25.818457636011434,62.464977752389984,598.2834384155278,27.57990410964528,83.69080930293623,85.38926160255907,535.1404168556192
CSL,2011,163.9591028795319,136.75294106417903,698.4952110942395,29.556707519286054,87.0619631829031,172.1723163211505,726.6956217818991
CSL,2012,158.01782403714526,121.46161161144144,894.8532053626438,29.557629308910307,99.53160548488708,118.39478604727402,831.3583431838737
CSL,2013,87.84845916666711,154.56364583333337,815.2934250251376,29.846329166666635,89.02597736739548,201.00777083333344,855.7192558446452
CSL,2014,284.0519211964565,117.75319736462188,818.1750978276015,28.55651306224904,87.09468400730816,150.21633758526932,801.2108557779886
CSL,2015,154.0274951543931,94.67172507644405,904.2673981300342,27.25023635356884,91.64979210008487,112.46798705587386,877.7835844819731
CSL,2016,98.55558418495136,80.61601088509909,588.6753090585028,25.12609785340105,75.4890084820893,87.05595103548806,571.0766779772763
CSL,2017,46.19971012533006,116.22692374658139,551.744889523321,26.269280873812303,76.01646227833925,148.45419992536046,534.4078784943845
CSL,2018,189.49726074422622,86.12326216838147,735.67958952236,22.829315994770372,78.83183935519375,94.567744980897,723.9154517473216
CSL,2019,212.57731355918386,84.40082197126739,853.9361356452829,26.036753492811567,90.94898719450367,96.93846730458452,842.3514138095463
LL,1999,115.26496173900286,96.28820030077935,690.3183749376942,20.04456448324026,56.97256773530172,143.32618845835137,665.6502310859838
LL,2000,209.82345704492695,92.78701541531903,737.8627710900166,27.6463627650029,80.41041358650699,119.14743126635385,619.7737898817522
LL,2001,93.69394555555546,56.973513888889116,558.8952175925947,31.84058333333357,85.08487037037077,73.19100000000034,517.1471990740761
LL,2002,182.33754231800725,41.86304230120619,537.6661361675884,21.736127906245184,62.291707668977985,57.141297757184226,452.42137790344094
LL,2003,569.4898236735255,80.16691208842997,681.9541886850085,25.86603963906228,75.170926310112307,94.70560917128489,608.2976281277362
LL,2004,212.9678236605305,61.11038446652041,614.46094518636,22.182558810838618,68.53164407752257,98.92356699698641,539.6844334642169
LL,2005,213.99498954114986,67.36606007116977,616.0168770644661,23.120613174190733,70.67446501113699,82.83468719675075,529.5731954508889
LL,2006,89.21385299789655,78.16337574395396,760.3081116450517,22.108848411458002,73.09447902892968,95.6120349290539,600.1177768774857
LL,2007,312.1583682967846,79.65172213872883,585.4812996353162,23.08265735221686,64.99307676543378,124.27994405551645,528.1332738411351
LL,2008,122.74469804452484,93.80439524914088,654.2383740225617,24.30342149248324,73.70701186967024,101.35121459039281,599.0996088131938
LL,2009,103.97112353732679,71.17577863436263,658.5664314861278,23.11053755133321,80.85848999589604,81.38121534274185,538.737226396968
LL,2010,-32.51143171341802,77.86377735784986,678.1640040045276,27.403277134349185,74.32944544660242,91.26040746318213,552.148659130872
LL,2011,313.3539543257992,71.7635184671757,585.7185059727957,22.66652079226821,68.62926698455101,85.072561296943,479.20035511283237
LL,2012,162.69477100382798,70.60221769678807,649.0294473432417,17.64880030952958,71.4560770364851,64.7661357564489,599.953306782907
LL,2013,226.21734307098825,86.63278177609436,588.9931596749864,23.77972388468011,63.21855153072414,85.90687984006757,498.5926659095994
LL,2014,206.38789434222343,71.58442158406909,584.4834596962307,19.83455530753706,59.773530342697676,73.8615708430336,486.32159953914413
LL,2015,91.96427464767226,94.39695320797811,699.2594273754374,20.509700316353044,66.151565006215165,99.58180698265647,515.7914670546965
LL,2016,71.97520507903678,53.75368981773433,542.064266843415,19.27777351049344,65.5113258590805,72.29996568872934,487.2352446121986
LL,2017,86.57531310222015,101.47948795379423,479.99705229525944,20.85219131226684,57.43316970888848,94.61129309296605,417.67659826573066
LL,2018,187.98592733927535,44.700965234014305,487.6989103213566,15.730032061546234,53.6473555110863,28.765610416987062,360.62846797736313
LL,2019,100.6815694004477,82.72482890205167,514.9724532872435,20.78561563679968,56.21393086813426,65.03144918437057,329.46836974444864
HL,1999,38.9711339403389,119.6305305062447,739.4729781740482,19.507211338402897,56.50426529480106,120.50089480840197,612.7291731099966
HL,2000,114.31142854519464,89.0803928571427,767.5886128571399,22.259535714285697,68.50498238095247,97.44110714285706,534.6774719047603
HL,2001,80.84430504761896,81.47299999999953,683.5852152380978,29.74350000000007,81.50407488095276,80.02203571428521,537.0300442857166
HL,2002,104.45643833197316,61.62829086653841,656.697051161521,18.974308588888764,60.22340824998102,58.96804602113928,442.4326947378968
HL,2003,171.4847297117759,53.18668543920881,587.3845491970734,22.656094215357587,72.66468368916995,62.0921567771914,476.41226611430017
HL,2004,70.43374233512925,48.06827052027895,653.0254306807548,19.589160240603384,68.90311028265876,61.96231553378938,465.5826823553998
HL,2005,190.09288058381102,65.37594841583936,574.9278375930288,21.921230472082293,64.56278569548543,81.70942008508563,435.3265418719672
HL,2006,23.700652179719878,71.83864125485903,743.0677862813626,19.173388937541482,65.80415843281392,82.70204126737035,547.1028654048386
HL,2007,383.0330254764379,56.70826276088929,624.8064489538741,20.434530907843236,66.8139432149018,79.54951577070835,493.2653287818418
HL,2008,112.45140513401141,114.43500027925973,739.5375441084014,25.972671977549208,71.53914695020583,124.27510878725118,564.7060512222489
HL,2009,126.18792884003054,67.44429488539757,745.6350014043469,21.833138325926242,64.52856205576914,99.34537664856573,554.2395580033752
HL,2010,-4.992542916210833,77.98216392520689,637.1298565342111,22.06893252097337,69.37180640631924,81.12638850699508,431.25687469501713
HL,2011,112.20385153831957,91.5858321371011,625.5000139115259,25.1026526897343,73.25625593107854,113.17681592656676,507.8392677711584
HL,2012,75.86575321250767,104.75778425324671,683.6675484225087,20.76343041913157,61.07397372899975,143.9588199675325,560.9007099318462
HL,2013,111.22027765924557,114.73106980519466,687.0650597240864,23.318148538961047,61.69656424940691,141.4529009740259,506.2587833424022
HL,2014,106.7228935627433,76.88391645326166,677.2217579842016,17.481359140986662,59.489289150180156,63.85468475501256,417.8716149374583
HL,2015,136.46056342870745,67.4487113597494,759.3916311562456,17.83595764686431,65.85101758673828,70.40692041586661,481.27086246431986
HL,2016,67.23059078187521,76.96500235814987,689.0500867331901,18.27962006822092,60.51719240703109,73.36415839524886,487.00495345307036
HL,2017,36.70115459778548,74.45359001423792,551.1503485955012,18.819512114041412,55.95496313066832,75.67180779523123,406.2829934334041
HL,2018,84.26613112346975,89.8635637069068,640.2261015462974,15.641841747309732,50.846895037163925,53.91656592051836,374.66958219074195
HL,2019,112.83996960484232,28.642106968989655,661.7285000759375,15.64434081551141,57.48035627747822,32.17885660966186,411.01938169083775
BBL,1999,75.80595803240682,139.04768551490162,654.5845623200859,19.13780038103968,44.364241303869974,127.01104818362136,432.2618637162436
BBL,2000,98.07196428571407,193.85639285714294,686.864839201869,31.736571428571516,61.77241633101295,181.82075000000012,448.3202596568233
BBL,2001,87.02314228571383,139.77505357142857,672.6354357142862,37.14071428571411,72.25937738095253,132.4743035714286,419.7583916666666
BBL,2002,125.34925771813069,145.64585466514222,639.1803395140429,24.587921673571376,55.672443947926894,132.01019124356532,455.7652865493312
BBL,2003,200.65501049547157,93.85511794009196,588.1772025294359,19.012521281804183,59.05043810629621,76.85911850399191,432.5263186610628
BBL,2004,120.18146385042891,126.2105769414783,742.4049668224544,24.65225235790175,65.26751041360065,127.12599858956366,502.4231537996858
BBL,2005,99.71938932330568,142.83051245403206,649.6966610959223,27.224831980851793,60.406653999716355,158.2176218330042,430.4969262324648
BBL,2006,48.74408962430918,140.76362312108742,686.92907978814,22.81810744216404,55.483236864354296,139.25624239101631,438.2079459532999
BBL,2007,348.2922566263437,82.94950810927132,605.3914859112975,23.301903407056724,63.36321571931015,115.07617797384228,466.9787755951234
BBL,2008,79.73450911087187,188.47734324788715,670.1257009667114,31.867937505433137,63.20263557171718,187.9633734006107,461.5987612418327
BBL,2009,229.70868302038858,152.00123168947408,690.9870658785609,29.964589163410054,62.69025015872833,163.21776944127467,449.34166440942
BBL,2010,115.79115511386333,125.4164975956767,705.6842950938603,25.858246262989635,60.87606030479523,122.47375444527452,443.53694333123366
BBL,2011,82.07147422312217,168.09885290774048,687.8510068441858,31.1038219143505,71.45718062878473,177.86334459757327,491.86318024995944
BBL,2012,161.12968315049852,133.41585466514275,753.0657322992802,24.800635959285614,67.5112018418228,119.31011981499377,450.53973562251866
BBL,2013,87.36542239387092,160.5569761904761,692.4436900814746,25.743889455782334,56.5659109084057,185.40493027210883,448.5932681926367
BBL,2014,139.08999571792947,153.8699294042897,663.9554206728998,20.85482627859771,51.73609773518582,114.43482111773655,366.93344919907526
BBL,2015,108.23075429043259,145.38859031321078,673.6873477955692,23.92611924749098,60.10726045945949,142.03424679172815,446.1656071766962
BBL,2016,70.87566597416547,148.82554207271536,582.7681572223511,22.66257370375633,48.52698264978711,112.15743248588572,354.3824154034149
BBL,2017,113.32326918890182,135.48693430545478,543.8705119474453,23.3876670196014,51.315430110291274,114.42606448967392,371.48852630100254
BBL,2018,75.51564117296982,156.11747583478504,620.3515966160685,20.251045945475923,47.73790405451734,110.16928445362736,343.83247768348946
BBL,2019,140.02339646170603,102.3658860960949,605.7260598155432,21.21783028565318,54.95288350519091,87.63782547397183,363.6392373651995
