year,month,station,sea_surface_height
2003,8,North Sydney,0.8
2003,9,North Sydney,0.8
2003,10,North Sydney,0.8
2003,11,North Sydney,0.9
2003,12,North Sydney,0.9
2004,1,North Sydney,1
2004,2,North Sydney,0.9
2004,3,North Sydney,0.7
2004,4,North Sydney,0.7
2004,5,North Sydney,0.7
2004,6,North Sydney,0.8
2004,7,North Sydney,0.7
2004,8,North Sydney,0.8
2004,9,North Sydney,0.8
2004,10,North Sydney,0.8
2004,11,North Sydney,0.9
2004,12,North Sydney,0.8
2005,1,North Sydney,0.9
2005,2,North Sydney,0.8
2005,3,North Sydney,0.9
2005,4,North Sydney,0.9
2005,5,North Sydney,0.9
2005,6,North Sydney,0.8
2005,7,North Sydney,0.8
2005,8,North Sydney,0.8
2005,9,North Sydney,0.8
2005,10,North Sydney,0.8
2005,11,North Sydney,0.8
2005,12,North Sydney,0.9
2006,1,North Sydney,0.8
2006,2,North Sydney,0.8
2006,3,North Sydney,0.8
2006,4,North Sydney,0.6
2006,5,North Sydney,0.7
2006,6,North Sydney,0.8
2006,7,North Sydney,0.8
2006,8,North Sydney,0.9
2006,9,North Sydney,0.9
2006,10,North Sydney,0.9
2006,11,North Sydney,0.8
2006,12,North Sydney,0.9
2007,1,North Sydney,0.9
2007,2,North Sydney,1
2007,3,North Sydney,0.8
2007,4,North Sydney,0.8
2007,5,North Sydney,0.8
2007,6,North Sydney,0.8
2007,7,North Sydney,0.8
2007,8,North Sydney,0.9
2007,9,North Sydney,0.9
2007,10,North Sydney,0.9
2007,11,North Sydney,0.9
2007,12,North Sydney,0.9
2008,1,North Sydney,0.8
2008,2,North Sydney,0.8
2008,3,North Sydney,0.8
2008,4,North Sydney,0.7
2008,5,North Sydney,0.8
2008,6,North Sydney,0.8
2008,7,North Sydney,0.8
2008,8,North Sydney,0.8
2008,9,North Sydney,0.8
2008,10,North Sydney,0.9
2008,11,North Sydney,0.9
2008,12,North Sydney,0.9
2009,1,North Sydney,0.9
2009,2,North Sydney,0.9
2009,3,North Sydney,0.8
2009,4,North Sydney,0.8
2009,5,North Sydney,0.8
2009,6,North Sydney,0.8
2009,7,North Sydney,0.8
2009,8,North Sydney,0.9
2009,9,North Sydney,0.9
2009,10,North Sydney,0.9
2009,11,North Sydney,0.9
2009,12,North Sydney,1
2010,1,North Sydney,1
2010,2,North Sydney,1
2010,3,North Sydney,0.9
2010,4,North Sydney,0.9
2010,5,North Sydney,0.9
2010,6,North Sydney,0.9
2010,7,North Sydney,0.9
2010,8,North Sydney,0.9
2010,9,North Sydney,0.9
2010,10,North Sydney,1
2010,11,North Sydney,0.9
2010,12,North Sydney,1
2011,1,North Sydney,1
2011,2,North Sydney,1
2011,3,North Sydney,0.8
2011,4,North Sydney,0.8
2011,5,North Sydney,0.8
2011,6,North Sydney,0.9
2011,7,North Sydney,0.9
2011,8,North Sydney,0.8
2011,9,North Sydney,1
2011,10,North Sydney,1.1
2011,11,North Sydney,0.9
2011,12,North Sydney,0.9
2012,1,North Sydney,0.9
2012,2,North Sydney,0.9
2012,3,North Sydney,0.8
2012,4,North Sydney,0.8
2012,5,North Sydney,0.7
2012,6,North Sydney,0.8
2012,7,North Sydney,0.9
2012,8,North Sydney,0.8
2012,9,North Sydney,0.8
2012,10,North Sydney,0.9
2012,11,North Sydney,0.9
2012,12,North Sydney,1
2013,1,North Sydney,1
2013,2,North Sydney,0.9
2013,3,North Sydney,0.9
2013,4,North Sydney,0.8
2013,5,North Sydney,0.7
2013,6,North Sydney,0.8
2013,7,North Sydney,0.9
2013,8,North Sydney,1
2013,9,North Sydney,1
2013,10,North Sydney,1
2013,11,North Sydney,0.9
2013,12,North Sydney,0.9
2014,1,North Sydney,0.9
2014,2,North Sydney,0.8
2014,3,North Sydney,0.8
2014,4,North Sydney,0.8
2014,5,North Sydney,0.8
2014,6,North Sydney,0.8
2014,7,North Sydney,0.8
2014,8,North Sydney,0.8
2014,9,North Sydney,0.9
2014,10,North Sydney,0.9
2014,11,North Sydney,1
2014,12,North Sydney,0.9
2015,1,North Sydney,0.9
2015,2,North Sydney,0.9
2015,3,North Sydney,0.8
2015,4,North Sydney,0.8
2015,5,North Sydney,0.7
2015,6,North Sydney,0.8
2015,7,North Sydney,0.8
2015,8,North Sydney,0.8
2015,9,North Sydney,0.9
2015,10,North Sydney,0.9
2015,11,North Sydney,0.9
2015,12,North Sydney,0.9
2016,1,North Sydney,1
2016,2,North Sydney,0.9
2016,3,North Sydney,0.9
2016,4,North Sydney,0.8
2016,5,North Sydney,0.8
2016,6,North Sydney,0.9
2016,7,North Sydney,0.9
2016,8,North Sydney,0.9
2016,9,North Sydney,0.9
2016,10,North Sydney,0.9
2016,11,North Sydney,1
2016,12,North Sydney,1
2017,1,North Sydney,0.9
2017,2,North Sydney,1
2017,3,North Sydney,0.9
2017,4,North Sydney,0.8
2017,5,North Sydney,0.9
2017,6,North Sydney,0.9
2017,7,North Sydney,0.9
2017,8,North Sydney,0.9
2017,9,North Sydney,0.9
2017,10,North Sydney,0.9
2017,11,North Sydney,1
2017,12,North Sydney,1
2018,1,North Sydney,0.9
2018,2,North Sydney,0.8
2018,3,North Sydney,0.9
2018,4,North Sydney,0.9
2018,5,North Sydney,0.9
2018,6,North Sydney,0.9
2018,7,North Sydney,0.9
2018,8,North Sydney,1
2018,9,North Sydney,0.9
2018,10,North Sydney,1
2018,11,North Sydney,1
2018,12,North Sydney,1
2019,1,North Sydney,1
2019,2,North Sydney,0.9
2019,3,North Sydney,0.8
2019,4,North Sydney,0.9
2019,5,North Sydney,0.9
2019,7,North Sydney,0.9
2019,8,North Sydney,0.9
2019,9,North Sydney,0.9
2019,10,North Sydney,0.9
2019,11,North Sydney,1
1966,9,Yarmouth,2
1966,10,Yarmouth,2
1966,11,Yarmouth,2
1966,12,Yarmouth,3
1967,1,Yarmouth,3
1967,2,Yarmouth,2
1967,3,Yarmouth,3
1967,4,Yarmouth,3
1967,5,Yarmouth,3
1967,6,Yarmouth,3
1967,7,Yarmouth,2
1967,8,Yarmouth,2
1967,9,Yarmouth,2
1967,10,Yarmouth,2
1967,11,Yarmouth,2
1967,12,Yarmouth,3
1968,1,Yarmouth,2
1968,2,Yarmouth,3
1968,3,Yarmouth,2
1968,4,Yarmouth,2
1968,5,Yarmouth,2
1968,7,Yarmouth,2
1968,9,Yarmouth,2
1968,10,Yarmouth,2
1968,11,Yarmouth,3
1968,12,Yarmouth,3
1969,1,Yarmouth,2
1969,2,Yarmouth,3
1969,3,Yarmouth,3
1969,4,Yarmouth,2
1969,5,Yarmouth,2
1969,6,Yarmouth,2
1969,7,Yarmouth,2
1969,8,Yarmouth,3
1969,9,Yarmouth,2
1969,10,Yarmouth,3
1969,11,Yarmouth,3
1969,12,Yarmouth,3
1970,1,Yarmouth,3
1970,2,Yarmouth,2
1970,3,Yarmouth,2
1970,4,Yarmouth,3
1970,5,Yarmouth,2
1970,6,Yarmouth,2
1970,7,Yarmouth,2
1970,8,Yarmouth,2
1970,9,Yarmouth,3
1970,10,Yarmouth,3
1970,11,Yarmouth,3
1970,12,Yarmouth,3
1971,1,Yarmouth,3
1971,2,Yarmouth,3
1971,3,Yarmouth,3
1971,4,Yarmouth,3
1971,5,Yarmouth,3
1971,6,Yarmouth,3
1971,7,Yarmouth,2
1971,8,Yarmouth,2
1971,9,Yarmouth,2
1971,10,Yarmouth,3
1971,11,Yarmouth,3
1971,12,Yarmouth,3
1972,1,Yarmouth,3
1972,2,Yarmouth,3
1972,3,Yarmouth,3
1972,4,Yarmouth,3
1972,5,Yarmouth,2
1972,6,Yarmouth,2
1972,7,Yarmouth,2
1972,8,Yarmouth,2
1972,9,Yarmouth,2
1972,10,Yarmouth,3
1972,11,Yarmouth,3
1972,12,Yarmouth,3
1973,1,Yarmouth,3
1973,2,Yarmouth,3
1973,3,Yarmouth,3
1973,4,Yarmouth,3
1973,5,Yarmouth,2
1973,6,Yarmouth,2
1973,7,Yarmouth,2
1973,8,Yarmouth,2
1973,9,Yarmouth,2
1973,10,Yarmouth,2
1973,11,Yarmouth,2
1973,12,Yarmouth,2
1974,1,Yarmouth,2
1974,2,Yarmouth,3
1974,3,Yarmouth,2
1974,4,Yarmouth,2
1974,5,Yarmouth,2
1974,6,Yarmouth,2
1974,7,Yarmouth,2
1974,8,Yarmouth,2
1974,9,Yarmouth,2
1974,10,Yarmouth,2
1974,11,Yarmouth,3
1974,12,Yarmouth,3
1975,1,Yarmouth,3
1975,2,Yarmouth,3
1975,3,Yarmouth,2
1975,4,Yarmouth,3
1975,5,Yarmouth,2
1975,6,Yarmouth,2
1975,7,Yarmouth,2
1975,8,Yarmouth,2
1975,9,Yarmouth,2
1975,10,Yarmouth,3
1975,11,Yarmouth,3
1975,12,Yarmouth,3
1976,1,Yarmouth,3
1976,2,Yarmouth,3
1976,3,Yarmouth,2
1976,4,Yarmouth,2
1976,5,Yarmouth,2
1976,6,Yarmouth,2
1976,9,Yarmouth,3
1976,10,Yarmouth,2
1976,11,Yarmouth,3
1977,1,Yarmouth,2
1977,2,Yarmouth,2
1977,3,Yarmouth,3
1977,4,Yarmouth,2
1977,5,Yarmouth,2
1977,6,Yarmouth,3
1977,7,Yarmouth,2
1977,8,Yarmouth,2
1977,9,Yarmouth,3
1977,10,Yarmouth,3
1977,11,Yarmouth,3
1977,12,Yarmouth,3
1978,1,Yarmouth,3
1978,2,Yarmouth,3
1978,3,Yarmouth,2
1978,4,Yarmouth,3
1978,5,Yarmouth,2
1978,6,Yarmouth,2
1978,7,Yarmouth,2
1978,8,Yarmouth,2
1978,9,Yarmouth,2
1978,10,Yarmouth,2
1978,11,Yarmouth,2
1978,12,Yarmouth,3
1979,1,Yarmouth,3
1979,2,Yarmouth,3
1979,3,Yarmouth,2
1979,4,Yarmouth,2
1979,5,Yarmouth,2
1979,8,Yarmouth,2
1979,9,Yarmouth,2
1979,11,Yarmouth,2
1979,12,Yarmouth,2
1980,1,Yarmouth,2
1980,2,Yarmouth,3
1980,3,Yarmouth,2
1980,4,Yarmouth,2
1980,5,Yarmouth,2
1980,6,Yarmouth,2
1980,7,Yarmouth,2
1980,8,Yarmouth,2
1980,9,Yarmouth,2
1980,12,Yarmouth,2
1981,1,Yarmouth,2
1981,2,Yarmouth,2
1981,5,Yarmouth,3
1981,6,Yarmouth,3
1981,7,Yarmouth,3
1981,8,Yarmouth,2
1981,9,Yarmouth,3
1981,10,Yarmouth,2
1981,11,Yarmouth,3
1982,1,Yarmouth,2
1982,2,Yarmouth,2
1982,3,Yarmouth,2
1982,4,Yarmouth,3
1982,5,Yarmouth,3
1982,6,Yarmouth,3
1982,7,Yarmouth,2
1982,8,Yarmouth,2
1982,9,Yarmouth,2
1982,11,Yarmouth,2
1982,12,Yarmouth,3
1983,1,Yarmouth,3
1983,2,Yarmouth,3
1983,3,Yarmouth,3
1983,4,Yarmouth,3
1983,5,Yarmouth,3
1983,6,Yarmouth,3
1983,8,Yarmouth,3
1983,9,Yarmouth,3
1983,10,Yarmouth,3
1983,11,Yarmouth,3
1983,12,Yarmouth,3
1984,1,Yarmouth,2
1984,2,Yarmouth,3
1984,4,Yarmouth,3
1984,5,Yarmouth,2
1984,6,Yarmouth,3
1984,7,Yarmouth,2
1984,8,Yarmouth,2
1984,9,Yarmouth,2
1984,10,Yarmouth,3
1984,11,Yarmouth,3
1984,12,Yarmouth,3
1985,1,Yarmouth,3
1985,2,Yarmouth,3
1985,3,Yarmouth,2
1985,4,Yarmouth,2
1985,5,Yarmouth,3
1985,6,Yarmouth,3
1985,7,Yarmouth,2
1985,8,Yarmouth,2
1985,9,Yarmouth,3
1985,10,Yarmouth,3
1985,11,Yarmouth,3
1985,12,Yarmouth,3
1986,1,Yarmouth,3
1986,2,Yarmouth,3
1986,3,Yarmouth,2
1986,4,Yarmouth,3
1986,5,Yarmouth,3
1986,6,Yarmouth,3
1986,7,Yarmouth,3
1986,8,Yarmouth,3
1986,9,Yarmouth,3
1986,10,Yarmouth,3
1986,11,Yarmouth,3
1986,12,Yarmouth,3
1987,1,Yarmouth,3
1987,2,Yarmouth,3
1987,3,Yarmouth,3
1987,4,Yarmouth,3
1987,5,Yarmouth,3
1987,6,Yarmouth,3
1987,7,Yarmouth,3
1987,8,Yarmouth,3
1987,9,Yarmouth,3
1987,10,Yarmouth,3
1987,11,Yarmouth,3
1987,12,Yarmouth,3
1988,1,Yarmouth,3
1988,2,Yarmouth,2
1988,3,Yarmouth,2
1988,4,Yarmouth,2
1988,5,Yarmouth,3
1988,6,Yarmouth,3
1988,7,Yarmouth,3
1988,8,Yarmouth,2
1988,9,Yarmouth,3
1988,10,Yarmouth,3
1988,11,Yarmouth,2
1988,12,Yarmouth,3
1989,1,Yarmouth,3
1989,2,Yarmouth,2
1989,3,Yarmouth,2
1989,4,Yarmouth,2
1989,5,Yarmouth,2
1989,6,Yarmouth,2
1989,7,Yarmouth,2
1989,8,Yarmouth,3
1989,9,Yarmouth,3
1989,10,Yarmouth,3
1989,11,Yarmouth,3
1989,12,Yarmouth,3
1990,1,Yarmouth,2
1990,2,Yarmouth,2
1990,3,Yarmouth,2
1990,4,Yarmouth,2
1990,5,Yarmouth,3
1990,6,Yarmouth,3
1990,7,Yarmouth,2
1990,8,Yarmouth,3
1990,9,Yarmouth,3
1990,10,Yarmouth,3
1990,11,Yarmouth,3
1990,12,Yarmouth,3
1991,1,Yarmouth,3
1991,2,Yarmouth,3
1991,3,Yarmouth,3
1991,4,Yarmouth,3
1991,5,Yarmouth,3
1991,6,Yarmouth,3
1991,7,Yarmouth,3
1991,8,Yarmouth,3
1991,9,Yarmouth,2
1991,10,Yarmouth,3
1991,11,Yarmouth,3
1991,12,Yarmouth,3
1992,1,Yarmouth,3
1992,2,Yarmouth,3
1992,3,Yarmouth,3
1992,4,Yarmouth,3
1992,5,Yarmouth,2
1992,6,Yarmouth,3
1992,7,Yarmouth,3
1992,8,Yarmouth,2
1992,9,Yarmouth,2
1992,10,Yarmouth,3
1992,11,Yarmouth,3
1992,12,Yarmouth,3
1993,1,Yarmouth,3
1993,3,Yarmouth,3
1993,4,Yarmouth,3
1993,5,Yarmouth,3
1993,6,Yarmouth,3
1993,7,Yarmouth,3
1993,8,Yarmouth,3
1993,9,Yarmouth,3
1993,10,Yarmouth,2
1993,11,Yarmouth,3
1993,12,Yarmouth,3
1994,1,Yarmouth,2
1994,2,Yarmouth,2
1994,3,Yarmouth,3
1994,4,Yarmouth,2
1994,5,Yarmouth,3
1994,6,Yarmouth,2
1994,7,Yarmouth,3
1994,11,Yarmouth,3
1994,12,Yarmouth,3
1995,1,Yarmouth,3
1995,2,Yarmouth,3
1995,3,Yarmouth,3
1995,4,Yarmouth,3
1995,5,Yarmouth,3
1995,6,Yarmouth,2
1995,7,Yarmouth,3
1995,8,Yarmouth,3
1995,9,Yarmouth,3
1995,10,Yarmouth,3
1995,11,Yarmouth,3
1995,12,Yarmouth,3
1996,1,Yarmouth,3
1996,2,Yarmouth,3
1996,3,Yarmouth,3
1996,4,Yarmouth,3
1996,5,Yarmouth,3
1996,6,Yarmouth,3
1996,7,Yarmouth,3
1996,8,Yarmouth,3
1996,9,Yarmouth,3
1996,10,Yarmouth,3
1996,11,Yarmouth,3
1996,12,Yarmouth,3
1997,1,Yarmouth,3
1997,2,Yarmouth,3
1997,3,Yarmouth,3
1997,4,Yarmouth,3
1997,5,Yarmouth,3
1997,6,Yarmouth,3
1997,7,Yarmouth,3
1997,8,Yarmouth,3
1997,9,Yarmouth,3
1997,10,Yarmouth,3
1997,11,Yarmouth,3
1997,12,Yarmouth,3
1998,1,Yarmouth,3
1998,2,Yarmouth,3
1998,3,Yarmouth,3
1998,4,Yarmouth,3
1998,5,Yarmouth,3
1998,6,Yarmouth,3
1998,7,Yarmouth,3
1998,8,Yarmouth,3
1998,9,Yarmouth,3
1998,10,Yarmouth,3
1998,11,Yarmouth,3
1998,12,Yarmouth,3
1999,1,Yarmouth,3
1999,2,Yarmouth,3
1999,3,Yarmouth,3
1999,4,Yarmouth,3
1999,5,Yarmouth,3
1999,6,Yarmouth,3
1999,7,Yarmouth,3
1999,8,Yarmouth,3
1999,9,Yarmouth,3
1999,10,Yarmouth,3
1999,11,Yarmouth,3
1999,12,Yarmouth,3
2000,1,Yarmouth,3
2000,2,Yarmouth,3
2000,3,Yarmouth,3
2000,4,Yarmouth,3
2000,5,Yarmouth,3
2000,6,Yarmouth,3
2000,7,Yarmouth,3
2000,8,Yarmouth,3
2000,9,Yarmouth,3
2000,10,Yarmouth,3
2000,11,Yarmouth,3
2000,12,Yarmouth,3
2001,1,Yarmouth,3
2001,2,Yarmouth,3
2001,3,Yarmouth,3
2001,4,Yarmouth,3
2001,5,Yarmouth,3
2001,6,Yarmouth,3
2001,7,Yarmouth,3
2001,8,Yarmouth,3
2001,9,Yarmouth,3
2001,10,Yarmouth,3
2001,11,Yarmouth,3
2001,12,Yarmouth,3
2002,1,Yarmouth,3
2002,2,Yarmouth,3
2002,3,Yarmouth,3
2002,4,Yarmouth,3
2002,5,Yarmouth,3
2002,6,Yarmouth,3
2002,7,Yarmouth,3
2002,8,Yarmouth,3
2002,9,Yarmouth,3
2002,10,Yarmouth,3
2002,11,Yarmouth,3
2002,12,Yarmouth,3
2003,1,Yarmouth,3
2003,2,Yarmouth,3
2003,3,Yarmouth,3
2003,4,Yarmouth,3
2003,5,Yarmouth,3
2003,7,Yarmouth,3
2003,8,Yarmouth,3
2003,9,Yarmouth,3
2003,10,Yarmouth,3
2003,11,Yarmouth,3
2003,12,Yarmouth,3
2004,1,Yarmouth,3
2004,2,Yarmouth,3
2004,3,Yarmouth,3
2004,4,Yarmouth,3
2004,5,Yarmouth,3
2004,6,Yarmouth,3
2004,7,Yarmouth,3
2004,8,Yarmouth,3
2004,9,Yarmouth,3
2004,10,Yarmouth,3
2004,11,Yarmouth,3
2004,12,Yarmouth,3
2005,1,Yarmouth,3
2005,2,Yarmouth,3
2005,3,Yarmouth,3
2005,4,Yarmouth,3
2005,5,Yarmouth,3
2005,8,Yarmouth,3
2005,9,Yarmouth,3
2005,10,Yarmouth,3
2005,11,Yarmouth,3
2005,12,Yarmouth,2
2006,1,Yarmouth,3
2006,2,Yarmouth,3
2006,3,Yarmouth,3
2006,4,Yarmouth,2
2006,5,Yarmouth,3
2006,9,Yarmouth,3
2006,12,Yarmouth,3
2007,1,Yarmouth,3
2007,2,Yarmouth,3
2007,3,Yarmouth,3
2007,4,Yarmouth,3
2007,5,Yarmouth,3
2007,6,Yarmouth,3
2007,7,Yarmouth,3
2007,8,Yarmouth,3
2007,9,Yarmouth,3
2007,10,Yarmouth,3
2007,11,Yarmouth,3
2007,12,Yarmouth,3
2008,1,Yarmouth,3
2008,2,Yarmouth,3
2008,3,Yarmouth,3
2008,4,Yarmouth,3
2008,5,Yarmouth,3
2008,6,Yarmouth,3
2008,7,Yarmouth,3
2008,8,Yarmouth,3
2008,9,Yarmouth,3
2008,10,Yarmouth,3
2008,11,Yarmouth,3
2008,12,Yarmouth,3
2009,1,Yarmouth,3
2009,2,Yarmouth,3
2009,3,Yarmouth,3
2009,4,Yarmouth,3
2009,5,Yarmouth,3
2009,6,Yarmouth,3
2009,7,Yarmouth,3
2009,8,Yarmouth,3
2009,9,Yarmouth,3
2009,10,Yarmouth,3
2009,11,Yarmouth,3
2009,12,Yarmouth,3
2010,1,Yarmouth,3
2010,2,Yarmouth,3
2010,3,Yarmouth,3
2010,4,Yarmouth,3
2010,5,Yarmouth,3
2010,6,Yarmouth,3
2010,7,Yarmouth,3
2010,8,Yarmouth,3
2010,9,Yarmouth,3
2010,10,Yarmouth,3
2010,11,Yarmouth,3
2010,12,Yarmouth,3
2011,1,Yarmouth,3
2011,2,Yarmouth,3
2011,3,Yarmouth,3
2011,4,Yarmouth,3
2011,5,Yarmouth,3
2011,6,Yarmouth,3
2011,7,Yarmouth,3
2011,8,Yarmouth,3
2011,9,Yarmouth,3
2011,10,Yarmouth,3
2011,11,Yarmouth,3
2011,12,Yarmouth,3
2012,1,Yarmouth,3
2012,2,Yarmouth,3
2012,3,Yarmouth,3
2012,4,Yarmouth,3
2012,5,Yarmouth,3
2012,6,Yarmouth,3
2012,7,Yarmouth,3
2012,8,Yarmouth,3
2012,9,Yarmouth,3
2012,10,Yarmouth,3
2012,11,Yarmouth,3
2012,12,Yarmouth,3
2013,1,Yarmouth,3
2013,2,Yarmouth,3
2013,3,Yarmouth,3
2013,4,Yarmouth,3
2013,5,Yarmouth,3
2013,6,Yarmouth,3
2013,7,Yarmouth,3
2013,8,Yarmouth,3
2013,9,Yarmouth,3
2013,10,Yarmouth,3
2013,11,Yarmouth,3
2013,12,Yarmouth,3
2014,1,Yarmouth,3
2014,2,Yarmouth,3
2014,3,Yarmouth,3
2014,4,Yarmouth,3
2014,5,Yarmouth,3
2014,6,Yarmouth,3
2014,7,Yarmouth,3
2014,8,Yarmouth,3
2014,9,Yarmouth,3
2014,10,Yarmouth,3
2014,11,Yarmouth,3
2014,12,Yarmouth,3
2015,1,Yarmouth,3
2015,2,Yarmouth,3
2015,3,Yarmouth,3
2015,4,Yarmouth,3
2015,5,Yarmouth,3
2015,6,Yarmouth,3
2015,7,Yarmouth,3
2015,8,Yarmouth,3
2015,9,Yarmouth,3
2015,10,Yarmouth,3
2015,11,Yarmouth,3
2015,12,Yarmouth,3
2016,1,Yarmouth,3
2016,2,Yarmouth,3
2016,3,Yarmouth,3
2016,4,Yarmouth,3
2016,5,Yarmouth,3
2016,6,Yarmouth,3
2016,7,Yarmouth,3
2016,8,Yarmouth,3
2016,9,Yarmouth,3
2016,10,Yarmouth,3
2016,11,Yarmouth,3
2016,12,Yarmouth,3
2017,1,Yarmouth,3
2017,2,Yarmouth,3
2017,3,Yarmouth,3
2017,4,Yarmouth,3
2017,5,Yarmouth,3
2017,6,Yarmouth,3
2017,7,Yarmouth,3
2017,8,Yarmouth,3
2017,9,Yarmouth,3
2017,10,Yarmouth,3
2017,11,Yarmouth,3
2017,12,Yarmouth,3
2018,1,Yarmouth,3
2018,2,Yarmouth,3
2018,3,Yarmouth,3
2018,4,Yarmouth,3
2018,5,Yarmouth,3
2018,6,Yarmouth,3
2018,7,Yarmouth,3
2018,8,Yarmouth,3
2018,9,Yarmouth,3
2018,10,Yarmouth,3
2018,11,Yarmouth,3
2018,12,Yarmouth,3
2019,1,Yarmouth,3
2019,2,Yarmouth,3
2019,3,Yarmouth,3
2019,4,Yarmouth,3
2019,5,Yarmouth,3
2019,6,Yarmouth,3
2019,7,Yarmouth,3
2019,8,Yarmouth,3
2019,9,Yarmouth,3
2019,10,Yarmouth,3
2019,11,Yarmouth,3
